,baby_laughing,baby_singing,beach,boiling_water_with_kettle,bird_singing,boxing,bubble_wrap_popping,cat_meowing,child_crying,chainsaw_cutting,cow_moo,dolphin_call,dot_matrix_printer,drinking_sounds,donkey_braying,drum_roll,finger_snapping,eating_sounds,glass_breaking,hammer_a_nail,guitar_plucking,helicopter_landing,horse_neighing,key_open_a_door,kid_screaming,lighter,interview,lion_roar,mud_bubbling,male_choir,people_running,person_laughing,person_singing,person_speaking_in_natural_scene,piano_player,pig_oink,plane_taking_off,police_car_with_siren,rain,rooster_crowing,snowfall,sweep,river,tearing_paper,typing_keyboard,wind,fireplace,walking_on_gravel,heartbeat,steam_train
drum_roll,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finger_snapping,,,,,,,0.0026801691145811523,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eating_sounds,,,,,,,,,,,,,,0.0024207014147937366,,,,0.0,,,,,,,,,,,,,,,0.0066374536717025085,,,,,,,,,,,,,,,,,
glass_breaking,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0017888757791335163,,,,,,,,,
hammer_a_nail,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guitar_plucking,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helicopter_landing,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse_neighing,,,,,,,,,,,0.0034075115368942636,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
key_open_a_door,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
kid_screaming,0.0030704883109687196,0.0038155810494464467,,,,,,,0.002644279339074639,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
lighter,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.007872953199594053,,,
interview,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
lion_roar,,,,,,,,0.006564017100309347,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mud_bubbling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
male_choir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0045468052346010306,,,,,,,,,,,,,,,,,,
people_running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
person_laughing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0045468052346010306,,0.0,,,,,,,,,,,,,,,,,,
person_singing,,,,,,,,,,,,,,0.00578605784024893,,,,0.0066374536717025085,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
person_speaking_in_natural_scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0024076899972043752,
piano_player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
pig_oink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
plane_taking_off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
police_car_with_siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0026799282057095226,,,,,,,
rooster_crowing,,,,,0.0024011509912376574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
snowfall,,,,,,,,,,,,,,,,,,,0.0017888757791335163,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026799282057095226,,,,0.0,,,,,,,
tearing_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
typing_keyboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
fireplace,,,,,,,,,,,,,,,,,,,,,,,,,,0.007872953199594053,,,,,,,,,,,,,,,,,,,,,0.0,,,
walking_on_gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
heartbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024076899972043752,,,,,,,,,,,,,,,0.0,
steam_train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
