,baby_laughing,baby_singing,beach,boiling_water_with_kettle,bird_singing,boxing,bubble_wrap_popping,cat_meowing,child_crying,chainsaw_cutting,cow_moo,dolphin_call,dot_matrix_printer,drinking_sounds,donkey_braying,drum_roll,finger_snapping,eating_sounds,glass_breaking,hammer_a_nail,guitar_plucking,helicopter_landing,horse_neighing,key_open_a_door,kid_screaming,lighter,interview,lion_roar,mud_bubbling,male_choir,people_running,person_laughing,person_singing,person_speaking_in_natural_scene,piano_player,pig_oink,plane_taking_off,police_car_with_siren,rain,rooster_crowing,snowfall,sweep,river,tearing_paper,typing_keyboard,wind,fireplace,walking_on_gravel,heartbeat,steam_train
baby_laughing,1.0,0.8664667894732421,0.5497805111891018,-0.37945504351336434,0.027726055169030893,0.158811127243255,-0.2202725003381727,0.27316313772497436,0.7486532085889469,-0.03311703431761701,0.0884729219539038,0.5396095229899851,-0.3424281866944173,-0.30085603545937206,-0.07829976618363382,-0.1937470722538179,-0.2370064299887533,0.46990665114514324,-0.027864737503259875,-0.2710900402347127,-0.11904531059843335,0.5900982929698076,-0.05609263428722064,-0.025311162102883922,0.8904417786078843,0.14870667727885206,-0.3010283914856323,0.35370521737902694,-0.12155700715634854,-0.04146142756845214,0.38544931951533473,0.3098208721323183,0.026187592489814362,0.6870660823169683,-0.18850709873792854,0.5700555243517113,0.599929244495987,0.6481411009876638,-0.1633206159736598,0.12243888012345505,-0.30092575714864833,0.15321891549531866,-0.22882639974398555,-0.07047860154486338,-0.33042415830741584,-0.2829124178991461,0.2859202017908171,-0.06472921491288017,-0.005230351285915426,0.5901816878375422
baby_singing,0.8664667894732421,1.0,0.606351434793735,-0.24054958274114627,0.289980387717968,0.13023872032209852,-0.32004752869499825,0.41885702738915637,0.7039354096037791,0.07974708782081714,0.2922476240322839,0.620142532415024,-0.37750731064346854,-0.16912556383589455,0.19208742869485274,-0.25773834641055743,-0.32723409769670203,0.3449112249360162,0.11143353556547345,-0.17881860672155075,-0.18645655469539474,0.40597687148812794,0.18401315512967367,-0.19081317720930904,0.8312937206663619,0.005463450156555024,-0.2594160874020768,0.5005468134121125,0.014567457763062333,-0.011688543805612194,0.3976889935918226,0.21918947257721766,0.03982223930751299,0.5941249759575027,-0.2459806302184531,0.6632145649580065,0.4025753161163705,0.4565553223845933,0.04794866636669396,0.38132287040156304,-0.12794393926870368,-0.049557036302917565,-0.011499661472794822,-0.1892518646859677,-0.33047753477542396,-0.09265117176186462,0.11915442762993106,0.05188319701532201,-0.12842829458676824,0.3809630180820975
beach,0.5497805111891018,0.606351434793735,1.0,-0.41041073810993317,0.4546985143001368,-0.26330535386297704,-0.7637314482287527,0.7693961565616464,0.13273960509207158,-0.22763857525832523,0.5823786260171063,0.9718370840748786,-0.7697136343587658,-0.43715458804895735,0.44967834255533295,-0.5951133047123167,-0.7626579018062604,-0.0959665544156343,-0.02493146146994355,-0.33242449103433724,-0.6163763570949882,0.4196617854761287,0.4864765303586731,-0.6008017499723202,0.511485228054602,-0.43553513116615167,-0.6593070315280841,0.7711349229878541,0.03105074111794822,-0.47326594647390186,0.24783531330602626,-0.2973344168473339,-0.46489925151620726,0.24843641771380154,-0.7028095397222406,0.8521386283071233,0.4537209993544559,0.2748544596944524,0.23752024425854723,0.5676789540606647,-0.00449352571234178,-0.41664803769318787,0.24590994298962676,-0.6806406731365867,-0.7467645626214132,-0.018271336257639274,-0.2570469910096755,-0.3094781871856257,-0.6170728072674261,0.2806424492059659
boiling_water_with_kettle,-0.37945504351336434,-0.24054958274114627,-0.41041073810993317,1.0,0.3811644322681021,0.6179435012598955,0.321697838071504,-0.014214786035136946,-0.1811864321830094,0.7467334658267871,0.1395698145123058,-0.30276639823206714,0.5578043596136629,0.9628807655163378,0.29836853263042235,0.5424679380020627,0.37502957802448944,0.0020629158903170625,0.5435345178128509,0.7043482840247823,0.5515465191859689,-0.7133266368751624,0.30714959483551935,0.0017479718737803624,-0.21177124531533148,-0.06279404952412962,0.756542354793512,-0.054614149056346664,0.5943471734636254,0.7705477301119759,0.3977183765534364,0.39433027049079283,0.6898172445383406,-0.21423528446257734,0.5656522157988727,-0.29986255949072,-0.6566672909008926,-0.5299550735943801,0.5295547383410035,0.23805465553662536,0.6855688142591932,-0.07528986232859261,0.4945343518031047,0.22325578277823924,0.695294896584013,0.691622736515243,-0.23038554140654582,0.7628320398524754,0.34726434891144764,-0.6247868561214178
bird_singing,0.027726055169030893,0.289980387717968,0.4546985143001368,0.3811644322681021,1.0,0.16120564942758328,-0.5225854194334657,0.7327457828705359,-0.08331270540943163,0.32745862186048386,0.8291905946776409,0.5577362808802325,-0.23798296535647187,0.38756510182310194,0.8348471776739204,-0.18692363164103154,-0.4688768474454021,-0.2406870866127271,0.4970181031786042,0.29625167837009636,-0.2113277361918324,-0.36584948038995013,0.8360195037490005,-0.6579016684457308,0.146268096813735,-0.5735856393773839,0.05825443358480558,0.7610194915138765,0.5066252639486051,0.09579937556866475,0.39890145396156257,-0.11791661334929905,0.09618212200266046,-0.11268890867833707,-0.23767391836689458,0.5825937290080331,-0.32909306386595355,-0.41312671845389287,0.8161947889787706,0.9705843928629065,0.5488968240190151,-0.6176804769489703,0.7668942340273042,-0.528084378345459,-0.09911206033724747,0.59425785927133,-0.6115877132722805,0.24538377915301146,-0.4255614712739446,-0.46556954648165033
boxing,0.158811127243255,0.13023872032209852,-0.26330535386297704,0.6179435012598955,0.16120564942758328,1.0,0.4814024300296282,-0.04047827608869048,0.28509210462159734,0.6958839210447406,0.011370478550261905,-0.2025909598481279,0.5666958761800305,0.7053977998365191,0.01736243817909443,0.5177856327802642,0.4859666948167215,0.4440437144220704,0.5084394628138127,0.5878040731485403,0.6179394857456625,-0.3024021771586308,-0.002214049438821098,0.24989570590514104,0.2262133453844216,0.2726935613450788,0.7420754298670786,-0.06628923684106275,0.41257670722061307,0.7993454535118875,0.7194074071069539,0.6019509086151698,0.7409022720839679,0.2871714805125906,0.6499127173049039,-0.11837998150478858,-0.26625982054251823,-0.023507146136187745,0.17694643107057909,0.08186209812952647,0.3199074337964562,0.2635851048629986,0.14915682163312563,0.4256363761961406,0.6712998424491602,0.3308313688175119,0.13886520029804747,0.6627076918659156,0.48541908904120135,-0.17812862058868187
bubble_wrap_popping,-0.2202725003381727,-0.32004752869499825,-0.7637314482287527,0.321697838071504,-0.5225854194334657,0.4814024300296282,1.0,-0.6773845893176585,0.15772242411930085,0.28176732124552606,-0.5770787236691783,-0.7718439074907729,0.8109261849498811,0.39740883572556557,-0.5148270813652487,0.7059928613719495,0.9872436036871038,0.483327351571074,-0.037594576996917914,0.2847105910509603,0.7273719155243498,-0.12574574674935804,-0.53501012782328,0.8525506066727907,-0.17202133524791552,0.7684794422416933,0.6659162400002636,-0.7207272598515133,-0.13451848855747667,0.653172811489692,-0.00920450239293929,0.6209157976137661,0.6574416912107425,0.17555283946067973,0.7988957574636344,-0.7148159332510318,-0.14423024005978413,0.12634697084895277,-0.4389540054550297,-0.6013348963405956,-0.18640755157880348,0.7611695927864681,-0.4075481734286805,0.9041403419019193,0.7522427966890193,-0.17366529242274897,0.594107688005745,0.34522761515457034,0.7152655228968937,0.06430366170781118
cat_meowing,0.27316313772497436,0.41885702738915637,0.7693961565616464,-0.014214786035136946,0.7327457828705359,-0.04047827608869048,-0.6773845893176585,1.0,0.06347137750490903,0.1438129246384732,0.8586957740439677,0.8274490015579631,-0.5425586110351227,-0.039404275037133354,0.8098475783707261,-0.39900186729766096,-0.6532355803569204,-0.16091224521761058,0.2732360990403737,0.07409935125529601,-0.47130181440602914,0.06477544552195257,0.8555711910678071,-0.6751967053748075,0.30258021268325924,-0.5492653742835221,-0.34741327283019313,0.9558567034753693,0.3796407206304457,-0.2052893715925847,0.40783242702061717,-0.2066912444120842,-0.2190403505452995,0.10885842320768838,-0.5174532233557775,0.8781198050823902,0.10567889825380329,-0.05941657869259637,0.6045257268352595,0.783212367973192,0.384938615192288,-0.5520896296757666,0.5902359858482519,-0.6548586917724343,-0.5245417680613703,0.37704552492813753,-0.45370377132894407,0.050735210750762316,-0.5984070571532731,-0.11201557630538715
child_crying,0.7486532085889469,0.7039354096037791,0.13273960509207158,-0.1811864321830094,-0.08331270540943163,0.28509210462159734,0.15772242411930085,0.06347137750490903,1.0,0.07698985548010472,-0.07919987811642606,0.10401682834991167,-0.019620373598616275,-0.07000861488763356,-0.12207769555952049,0.07149164419814945,0.1526974862814515,0.6774814357989604,-0.01074298520863755,-0.18321921080676662,0.15786757196858808,0.563139714165142,-0.1277131679045962,0.3168409080939176,0.6867287661279601,0.5056218820450296,-0.04497899281713132,0.1327895498106166,-0.11975860617446128,0.25873932648020387,0.32305001843484876,0.5135705814584653,0.3368032444147171,0.7478093839811508,0.14933611345484715,0.3500725751108997,0.5219454324398043,0.6493959890682408,-0.2231336701366895,-0.016596282030605942,-0.30405474116557374,0.43427318580020985,-0.23920894445282806,0.2669041861315323,-0.03676866936495666,-0.2885260343438297,0.565503219174785,0.11155234407732754,0.27984412481964777,0.5885233929912276
chainsaw_cutting,-0.03311703431761701,0.07974708782081714,-0.22763857525832523,0.7467334658267871,0.32745862186048386,0.6958839210447406,0.28176732124552606,0.1438129246384732,0.07698985548010472,1.0,0.16848182090245759,-0.11580935520129952,0.5272115754722547,0.7797301566659296,0.3519910486374327,0.4600617388680368,0.29793566019228634,0.16840221941007058,0.7104744108076141,0.8649839056676082,0.4784109467340868,-0.5349683888449063,0.31343483228210883,-0.027520726082612936,0.11623998035715886,-0.08112166814373835,0.6936040903261841,0.13313596647433992,0.6973693544026127,0.6871013981297579,0.6156570207714506,0.5405173750890161,0.6371972497953915,0.042288305830047994,0.5027235716520508,-0.052255468134137006,-0.4580554759900889,-0.32382443853901,0.4217723203270318,0.22944012168002012,0.6904424255756934,-0.031119321964033105,0.3356097204231059,0.21658850973616786,0.5579600991298267,0.670265572339625,-0.21877126795792265,0.9665390610080485,0.25551806869433125,-0.472845707978518
